ad_id,xyzCampId,fbCampId,interest,impr,Clicks,Spent,conv,appConv,totConv,appConVal,conVal,totConVal,CPM,costPerCon,ROAS,gender_F,gender_M,age_30-34,age_35-39,age_40-44,age_45-49
1121484,1178,144604,22,34453,5,7.710000038,1,1,2,100,5,105,0.22378312594,3.855000019,13.6186769757,0,1,0,0,1,0
1121487,1178,144605,23,51550,8,14.03999984,1,0,1,0,5,5,0.272356931911,14.03999984,0.356125360184,0,1,0,0,1,0
1121489,1178,144605,23,110018,24,39.85999966,1,0,1,0,5,5,0.362304347107,39.85999966,0.125439037698,0,1,0,0,1,0
1121493,1178,144606,24,137584,21,36.77999961,1,0,1,0,5,5,0.267327593397,36.77999961,0.135943448967,0,1,0,0,1,0
1121497,1178,144606,24,209825,30,54.86999953,1,0,1,0,5,5,0.261503631741,54.86999953,0.0911244768148,0,1,0,0,1,0
1121499,1178,144607,25,264222,63,87.7899996,1,1,2,100,5,105,0.332258478098,43.8949998,1.19603600044,0,1,0,0,1,0
1121510,1178,144608,26,31202,5,6.730000019,1,0,1,0,5,5,0.215691302449,6.730000019,0.742942048423,0,1,0,0,1,0
1121511,1178,144609,27,252991,49,76.83999932,3,0,3,0,15,15,0.303726216822,25.6133331067,0.195210829421,0,1,0,0,1,0
1121514,1178,144609,27,56265,9,15.53999972,1,0,1,0,5,5,0.276193010219,15.53999972,0.321750327548,0,1,0,0,1,0
1121523,1178,144611,29,76923,11,17.67000008,2,2,4,200,10,210,0.22971023075,4.41750002,11.8845500311,0,1,0,0,1,0
1121524,1178,144611,29,209332,30,49.60000014,3,1,4,100,15,115,0.236944185027,12.400000035,2.31854838055,0,1,0,0,1,0
1121525,1178,144611,29,214094,31,53.26999903,1,0,1,0,5,5,0.248815936131,53.26999903,0.0938614621935,0,1,0,0,1,0
1121526,1178,144611,29,526209,85,126.9299996,3,2,5,200,15,215,0.241215941955,25.38599992,1.69384700762,0,1,0,0,1,0
1121527,1178,144611,29,741143,120,179.620001,4,1,5,100,20,120,0.242355390255,35.9240002,0.668077047834,0,1,0,0,1,0
1121528,1178,144611,29,172827,25,38.42000043,2,0,2,0,10,10,0.222303230572,19.210000215,0.260281100679,0,1,0,0,1,0
1121530,1178,144612,30,188873,38,58.5999999,1,1,2,100,5,105,0.310261392047,29.29999995,1.79180887678,0,1,0,0,1,0
1121532,1178,144612,30,123126,25,39.72999978,2,1,3,100,10,110,0.322677580527,13.24333326,2.76868866371,0,1,0,0,1,0
1121535,1178,144613,31,77794,14,19.11000001,1,1,2,100,5,105,0.245648764815,9.555000005,5.49450549163,0,1,0,0,1,0
1121541,1178,144614,32,56630,9,15.81000018,1,1,2,100,5,105,0.279180649479,7.90500009,6.6413661483,0,1,0,0,1,0
1121544,1178,144614,32,400844,85,140.9700022,4,2,6,200,20,220,0.351682954466,23.4950003667,1.56061570949,0,1,0,0,1,0
1121545,1178,144614,32,208572,36,60.76000023,2,1,3,100,10,110,0.291314271475,20.25333341,1.81040157313,0,1,0,0,1,0
1121548,1178,144615,36,59004,8,13.51000011,1,0,1,0,5,5,0.22896752949,13.51000011,0.370096222005,0,1,0,0,1,0
1121551,1178,144615,36,196253,32,55.10000002,1,0,1,0,5,5,0.280760039439,55.10000002,0.0907441016005,0,1,0,0,1,0
1121554,1178,144616,63,51858,8,12.63000011,1,1,2,100,5,105,0.243549695515,6.315000055,8.31353911999,0,1,0,0,1,0
1121557,1178,144616,63,280764,49,81.36000025,2,1,3,100,10,110,0.289780742011,27.1200000833,1.35201572839,0,1,0,0,1,0
1121561,1178,144617,64,63660,11,16.47000003,1,1,2,100,5,105,0.258718190858,8.235000015,6.37522767509,0,1,0,0,1,0
1121562,1178,144617,64,109289,19,31.02999997,1,0,1,0,5,5,0.283926103908,31.02999997,0.161134386234,0,1,0,0,1,0
1121568,1178,144618,65,188440,40,60.72999966,2,1,3,100,10,110,0.322277646253,20.24333322,1.81129591003,0,1,0,0,1,0
1121571,1178,144619,2,212496,44,74.83000135,2,1,3,100,10,110,0.352147811488,24.9433337833,1.46999863712,0,1,0,0,1,0
1121572,1178,144619,2,32574,5,7.480000019,1,0,1,0,5,5,0.229630994628,7.480000019,0.668449196163,0,1,0,0,1,0
1121575,1178,144619,2,128595,23,36.4800005,1,1,2,100,5,105,0.283681328979,18.24000025,2.87828943423,0,1,0,0,1,0
1121577,1178,144620,7,242234,48,68.06000054,2,0,2,0,10,10,0.280967991859,34.03000027,0.146929178969,0,1,0,0,1,0
1121584,1178,144621,66,33154,5,7.879999995,1,1,2,100,5,105,0.237678711317,3.9399999975,13.3248731049,0,1,0,0,1,0
1121585,1178,144621,66,9773,1,1.460000038,1,0,1,0,5,5,0.149391183669,1.460000038,3.42465744511,0,1,0,0,1,0
1121589,1178,144622,10,464036,77,123.5500004,3,1,4,100,15,115,0.266250895189,30.8875001,0.930797245064,0,1,0,0,0,1
1121590,1178,144622,10,478480,75,135.7500012,3,1,4,100,15,115,0.283710920415,33.9375003,0.847145480541,0,1,0,0,0,1
1121592,1178,144622,10,428812,66,116.8800001,4,2,6,200,20,220,0.272566999291,19.4800000167,1.88227241454,0,1,0,0,0,1
1121593,1178,144622,10,1177535,221,365.6600009,15,3,18,300,75,375,0.310530048703,20.3144444944,1.02554285149,0,1,0,0,0,1
1121594,1178,144622,10,426500,72,128.2799988,4,1,5,100,20,120,0.300773736928,25.65599976,0.935453703793,0,1,0,0,0,1
1121597,1178,144623,15,54237,7,10.77999985,2,1,3,100,10,110,0.198757303133,3.59333328333,10.2040817746,0,1,0,0,0,1
1121598,1178,144623,15,506916,89,133.6999986,2,2,4,200,10,210,0.263751782544,33.42499965,1.57068064472,0,1,0,0,0,1
1121599,1178,144623,15,250960,42,64.87999952,2,0,2,0,10,10,0.258527253427,32.43999976,0.154130703976,0,1,0,0,0,1
1121601,1178,144624,16,2286228,353,603.380002,16,7,23,700,80,780,0.263919434982,26.2339131304,1.29271768606,0,1,0,0,0,1
1121602,1178,144624,16,915451,125,220.559999,6,1,7,100,30,130,0.24093042555,31.5085712857,0.589408780329,0,1,0,0,0,1
1121603,1178,144624,16,159478,20,33.89999998,3,1,4,100,15,115,0.212568504621,8.474999995,3.39233038548,0,1,0,0,0,1
1121605,1178,144624,16,1228924,190,318.9700032,6,3,9,300,30,330,0.259552261328,35.4411114667,1.03458004417,0,1,0,0,0,1
1121606,1178,144624,16,938283,134,248.6400001,7,2,9,200,35,235,0.264994676553,27.6266666778,0.945141569761,0,1,0,0,0,1
1121607,1178,144625,18,154572,26,40.93000007,1,1,2,100,5,105,0.264795694369,20.465000035,2.56535548059,0,1,0,0,0,1
1121609,1178,144625,18,378171,70,109.2500008,1,0,1,0,5,5,0.288890477588,109.2500008,0.0457665900539,0,1,0,0,0,1
1121612,1178,144625,18,468749,84,134.1199975,6,1,7,100,30,130,0.28612327173,19.1599996429,0.969281258747,0,1,0,0,0,1
1121613,1178,144626,19,309823,60,103.3899996,4,4,8,400,20,420,0.333706663482,12.92374995,4.06228843819,0,1,0,0,0,1
1121615,1178,144626,19,327227,65,116.5599996,5,0,5,0,25,25,0.356205324133,23.31199992,0.214481812678,0,1,0,0,0,1
1121616,1178,144626,19,334945,72,120.2999994,2,1,3,100,10,110,0.359163442953,40.0999998,0.91438071944,0,1,0,0,0,1
1121617,1178,144626,19,68859,15,25.45999968,1,0,1,0,5,5,0.369741060428,25.45999968,0.196386491078,0,1,0,0,0,1
1121619,1178,144627,20,127125,20,35.67999983,2,0,2,0,10,10,0.280668631898,17.839999915,0.280269059631,0,1,0,0,0,1
1121620,1178,144627,20,415798,80,131.7800006,3,1,4,100,15,115,0.316932742822,32.94500015,0.872666561515,0,1,0,0,0,1
1121622,1178,144627,20,107671,20,29.91000021,1,1,2,100,5,105,0.277790679106,14.955000105,3.51053157014,0,1,0,0,0,1
1121623,1178,144627,20,164356,28,46.7900002,2,1,3,100,10,110,0.284686900387,15.5966667333,2.35092967578,0,1,0,0,0,1
1121624,1178,144627,20,17662,2,3.189999938,1,0,1,0,5,5,0.180613743517,3.189999938,1.56739814959,0,1,0,0,0,1
1121627,1178,144628,21,65339,10,16.67999983,2,0,2,0,10,10,0.255283977869,8.339999915,0.599520389803,0,1,0,0,0,1
1121628,1178,144628,21,59838,7,11.11000013,1,0,1,0,5,5,0.185667972359,11.11000013,0.450044999234,0,1,0,0,0,1
1121629,1178,144628,21,381577,81,127.5699993,2,0,2,0,10,10,0.334323083676,63.78499965,0.0783883362458,0,1,0,0,0,1
1121635,1178,144629,22,45491,8,11.00999999,1,0,1,0,5,5,0.242025895012,11.00999999,0.454132607134,0,1,0,0,0,1
1121638,1178,144630,23,18946,2,3.599999905,1,0,1,0,5,5,0.190013718199,3.599999905,1.38888892554,0,1,0,0,0,1
1121641,1178,144630,23,114370,18,33.65999997,1,0,1,0,5,5,0.294307947626,33.65999997,0.148544266324,0,1,0,0,0,1
1121642,1178,144630,23,99698,21,33.3499999,1,0,1,0,5,5,0.334510219864,33.3499999,0.149925037931,0,1,0,0,0,1
1121644,1178,144631,24,355165,81,128.6099997,4,3,7,300,20,320,0.362113383075,18.3728571,2.48814245196,0,1,0,0,0,1
1121650,1178,144632,25,101431,23,33.93000031,1,1,2,100,5,105,0.334513120348,16.965000155,3.09460651461,0,1,0,0,0,1
1121652,1178,144632,25,123151,24,36.4400003,2,1,3,100,10,110,0.295896909485,12.1466667667,3.01866078744,0,1,0,0,0,1
1121660,1178,144633,26,24078,4,5.769999981,1,0,1,0,5,5,0.239637842886,5.769999981,0.86655112937,0,1,0,0,0,1
1121661,1178,144634,27,517801,105,181.7200011,3,0,3,0,15,15,0.350945635679,60.5733337,0.0825445735703,0,1,0,0,0,1
1121662,1178,144634,27,145104,25,41.42000008,2,1,3,100,10,110,0.285450436101,13.8066666933,2.65572186836,0,1,0,0,0,1
1121664,1178,144634,27,179950,35,58.67999971,1,0,1,0,5,5,0.326090579105,58.67999971,0.0852079077149,0,1,0,0,0,1
1121665,1178,144634,27,258531,46,80.33999979,2,0,2,0,10,10,0.310755769289,40.169999895,0.124470998583,0,1,0,0,0,1
1121666,1178,144634,27,272500,62,104.4599996,3,0,3,0,15,15,0.383339448073,34.8199998667,0.143595635243,0,1,0,0,0,1
1121667,1178,144635,28,273197,57,87.7300005,3,0,3,0,15,15,0.321123586643,29.2433335,0.17097913957,0,1,0,0,0,1
1121668,1178,144635,28,775904,172,253.990002,4,2,6,200,20,220,0.327347200169,42.331667,0.866175826874,0,1,0,0,0,1
1121669,1178,144635,28,120251,26,39.44000006,1,0,1,0,5,5,0.327980640993,39.44000006,0.126774847677,0,1,0,0,0,1
1121671,1178,144635,28,139406,24,39.04999948,1,0,1,0,5,5,0.280117064402,39.04999948,0.128040974816,0,1,0,0,0,1
1121672,1178,144635,28,60314,11,16.93999958,2,1,3,100,10,110,0.280863474152,5.64666652667,6.4935066545,0,1,0,0,0,1
1121673,1178,144636,29,563074,86,142.7099985,4,2,6,200,20,220,0.253448034361,23.78499975,1.54158785167,0,1,0,0,0,1
1121674,1178,144636,29,168655,18,27.29999983,2,0,2,0,10,10,0.161868902968,13.649999915,0.366300368581,0,1,0,0,0,1
1121675,1178,144636,29,111963,17,29.3799994,2,1,3,100,10,110,0.262408111608,9.79333313333,3.74404364351,0,1,0,0,0,1
1121676,1178,144636,29,1026304,168,277.5799986,17,8,25,800,85,885,0.270465669626,11.103199944,3.18827006435,0,1,0,0,0,1
1121677,1178,144636,29,1391924,258,422.8400038,17,10,27,1000,85,1085,0.303780956288,15.6607408815,2.56598238163,0,1,0,0,0,1
1121678,1178,144636,29,147551,22,38.50000083,1,0,1,0,5,5,0.260926736044,38.50000083,0.12987012707,0,1,0,0,0,1
1121685,1178,144638,31,66794,9,17.3299998,1,1,2,100,5,105,0.259454439021,8.6649999,6.05885754251,0,1,0,0,0,1
1121687,1178,144638,31,118882,19,32.30999994,2,1,3,100,10,110,0.271782102757,10.76999998,3.40451873118,0,1,0,0,0,1
1121689,1178,144638,31,148010,24,41.96999943,1,0,1,0,5,5,0.283561917641,41.96999943,0.119132715461,0,1,0,0,0,1
1121691,1178,144639,32,932890,197,352.4499989,3,1,4,100,15,115,0.377804455938,88.112499725,0.326287417673,0,1,0,0,0,1
1121692,1178,144639,32,718359,147,264.5899997,4,1,5,100,20,120,0.368325586093,52.91799994,0.453531880026,0,1,0,0,0,1
1121693,1178,144639,32,433658,82,158.5999998,5,2,7,200,25,225,0.365725986376,22.6571428286,1.4186633057,0,1,0,0,0,1
1121695,1178,144639,32,29455,3,4.769999981,1,0,1,0,5,5,0.161941944695,4.769999981,1.04821803353,0,1,0,0,0,1
1121701,1178,144640,36,23973,3,4.820000052,1,1,2,100,5,105,0.201059527468,2.410000026,21.7842321301,0,1,0,0,0,1
1121705,1178,144641,63,126480,25,37.25999999,1,1,2,100,5,105,0.294592030281,18.629999995,2.81803542749,0,1,0,0,0,1
1121706,1178,144641,63,138959,28,39.5200007,1,0,1,0,5,5,0.284400439698,39.5200007,0.126518216383,0,1,0,0,0,1
1121708,1178,144641,63,68829,12,19.47999978,1,0,1,0,5,5,0.283020235366,19.47999978,0.256673514192,0,1,0,0,0,1
1121711,1178,144642,64,49916,10,16.38,1,1,2,100,5,105,0.328151294174,8.19,6.41025641026,0,1,0,0,0,1
1121716,1178,144643,65,76014,16,22.67000031,1,1,2,100,5,105,0.298234539822,11.335000155,4.63167174963,0,1,0,0,0,1
1121723,1178,144644,2,50947,10,15.99000025,1,0,1,0,5,5,0.313855580309,15.99000025,0.312695429758,0,1,0,0,0,1
1121733,1178,144646,66,55536,11,17.04999995,1,0,1,0,5,5,0.307008065939,17.04999995,0.293255132825,0,1,0,0,0,1
1121741,1178,144647,10,318042,46,64.40999997,8,4,12,400,40,440,0.202520421737,5.3674999975,6.83123738868,1,0,1,0,0,0
1121742,1178,144647,10,213016,30,44.21999955,8,2,10,200,40,240,0.207590038072,4.421999955,5.42740846771,1,0,1,0,0,0
1121745,1178,144648,15,182265,27,38.18000007,2,1,3,100,10,110,0.209475215044,12.72666669,2.88108957041,1,0,1,0,0,0
1121746,1178,144648,15,1117371,177,268.050002,26,5,31,500,130,630,0.239893466002,8.64677425806,2.35030776086,1,0,1,0,0,0
1121749,1178,144648,15,333345,52,77.59000027,5,1,6,100,25,125,0.232761854145,12.9316667117,1.61103234392,1,0,1,0,0,0
1121751,1178,144649,16,275930,30,46.77999997,5,2,7,200,25,225,0.169535751712,6.68285713857,4.80974775854,1,0,1,0,0,0
1121753,1178,144649,16,740631,101,153.1199975,9,1,10,100,45,145,0.206742625545,15.31199975,0.946969712431,1,0,1,0,0,0
1121754,1178,144649,16,328272,35,55.99000025,2,1,3,100,10,110,0.170559780456,18.6633334167,1.96463653347,1,0,1,0,0,0
1121755,1178,144649,16,178455,20,31.5400002,6,3,9,300,30,330,0.176739235101,3.50444446667,10.4629041822,1,0,1,0,0,0
1121756,1178,144649,16,705712,98,147.339999,6,1,7,100,30,130,0.208782051318,21.0485712857,0.882313023499,1,0,1,0,0,0
1121758,1178,144650,18,690373,91,159.5700021,5,2,7,200,25,225,0.231135925217,22.7957145857,1.41003946255,1,0,1,0,0,0
1121759,1178,144650,18,515812,69,117.6299995,3,1,4,100,15,115,0.22804820264,29.407499875,0.97764176221,1,0,1,0,0,0
1121760,1178,144650,18,764793,101,171.9799976,4,2,6,200,20,220,0.224871301908,28.6633329333,1.27921853163,1,0,1,0,0,0
1121763,1178,144651,19,87832,11,18.10000038,1,1,2,100,5,105,0.206075238865,9.05000019,5.80110485058,1,0,1,0,0,0
1121764,1178,144651,19,23368,3,4.300000191,1,0,1,0,5,5,0.18401233272,4.300000191,1.16279064602,1,0,1,0,0,0
1121765,1178,144651,19,51509,7,11.57000005,1,0,1,0,5,5,0.224620941001,11.57000005,0.432152115678,1,0,1,0,0,0
1121767,1178,144651,19,87043,16,24.48000002,2,0,2,0,10,10,0.281240306745,12.24000001,0.408496731692,1,0,1,0,0,0
1121768,1178,144651,19,565565,113,169.6699982,7,4,11,400,35,435,0.300000880889,15.4245452909,2.56380034546,1,0,1,0,0,0
1121769,1178,144652,20,253758,43,62.14000034,4,1,5,100,20,120,0.244878980525,12.428000068,1.93112325947,1,0,1,0,0,0
1121773,1178,144652,20,319131,51,76.68000025,6,1,7,100,30,130,0.240277504379,10.95428575,1.69535732363,1,0,1,0,0,0
1121774,1178,144652,20,670608,130,195.1499978,11,3,14,300,55,355,0.291004577637,13.9392855571,1.81911352294,1,0,1,0,0,0
1121775,1178,144653,21,159123,25,38.36000013,5,3,8,300,25,325,0.241071373277,4.79500001625,8.4723670203,1,0,1,0,0,0
1121776,1178,144653,21,103709,15,24.56999969,3,1,4,100,15,115,0.236912897531,6.1424999225,4.68050473956,1,0,1,0,0,0
1121779,1178,144653,21,271589,45,74.41000032,9,3,12,300,45,345,0.273980169742,6.20083336,4.63647357232,1,0,1,0,0,0
1121780,1178,144653,21,119772,20,33.46999907,5,2,7,200,25,225,0.279447609374,4.78142843857,6.72243819097,1,0,1,0,0,0
1121782,1178,144654,22,26340,3,4.220000029,1,1,2,100,5,105,0.160212605505,2.1100000145,24.8815164167,1,0,1,0,0,0
1121783,1178,144654,22,594968,111,147.6700006,4,0,4,0,20,20,0.248198223434,36.91750015,0.135437122765,1,0,1,0,0,0
1121791,1178,144655,23,6838,0,0.0,1,0,1,0,5,5,0.0,0.0,inf,1,0,1,0,0,0
1121793,1178,144656,24,185665,39,62.14000058,1,0,1,0,5,5,0.334688824388,62.14000058,0.0804634688338,1,0,1,0,0,0
1121795,1178,144656,24,24959,3,4.560000062,1,1,2,100,5,105,0.182699629873,2.280000031,23.0263154764,1,0,1,0,0,0
1121796,1178,144656,24,136967,23,35.05999982,3,1,4,100,15,115,0.255974065432,8.764999955,3.28009128895,1,0,1,0,0,0
1121798,1178,144656,24,107548,19,29.31000018,1,0,1,0,5,5,0.272529476885,29.31000018,0.170590241191,1,0,1,0,0,0
1121803,1178,144657,25,588617,119,169.9199973,2,0,2,0,10,10,0.288676673117,84.95999865,0.0588512250406,1,0,1,0,0,0
1121806,1178,144658,26,190560,26,41.63,3,1,4,100,15,115,0.218461376994,10.4075,2.76243093923,1,0,1,0,0,0
1121807,1178,144658,26,373110,49,75.70000076,4,2,6,200,20,220,0.202889230415,12.6166667933,2.90620868945,1,0,1,0,0,0
1121812,1178,144659,27,935646,170,256.4699982,19,6,25,600,95,695,0.274110078171,10.258799928,2.70986861963,1,0,1,0,0,0
1121814,1178,144659,27,2223278,421,612.3000032,38,13,51,1300,190,1490,0.275404156925,12.0058824157,2.43344764366,1,0,1,0,0,0
1121815,1178,144659,27,240497,36,51.84000087,1,0,1,0,5,5,0.215553627987,51.84000087,0.0964506156653,1,0,1,0,0,0
1121816,1178,144659,27,259984,37,54.7900002,5,0,5,0,25,25,0.210743738845,10.95800004,0.456287642065,1,0,1,0,0,0
1121817,1178,144660,28,606786,127,179.050001,11,3,14,300,55,355,0.29507932121,12.7892857857,1.98268638937,1,0,1,0,0,0
1121818,1178,144660,28,83270,13,17.74000001,1,0,1,0,5,5,0.213041911973,17.74000001,0.281848928815,1,0,1,0,0,0
1121819,1178,144660,28,1189509,268,375.7199963,7,3,10,300,35,335,0.31586141534,37.57199963,0.891621428987,1,0,1,0,0,0
1121820,1178,144660,28,11471,1,1.570000052,0,0,0,0,0,0,0.136866886235,inf,0.0,1,0,1,0,0,0
1121824,1178,144661,29,1705246,295,429.4799981,23,10,33,1000,115,1115,0.251858088569,13.014545397,2.59616281301,1,0,1,0,0,0
1121826,1178,144661,29,418016,63,95.8500005,3,1,4,100,15,115,0.229297444356,23.962500125,1.19979133438,1,0,1,0,0,0
1121827,1178,144661,29,30155,3,3.819999933,1,0,1,0,5,5,0.126678823843,3.819999933,1.30890054652,1,0,1,0,0,0
1121828,1178,144661,29,990404,153,226.5399992,12,6,18,600,60,660,0.228734939681,12.5855555111,2.91339278861,1,0,1,0,0,0
1121829,1178,144662,30,187468,34,50.72000062,2,1,3,100,10,110,0.270552844325,16.9066668733,2.16876968958,1,0,1,0,0,0
1121832,1178,144662,30,208301,33,54.57000089,1,0,1,0,5,5,0.26197666305,54.57000089,0.0916254337265,1,0,1,0,0,0
1121833,1178,144662,30,101856,16,25.22000039,4,1,5,100,20,120,0.247604465029,5.044000078,4.75812839589,1,0,1,0,0,0
1121835,1178,144663,31,48935,7,9.970000267,1,1,2,100,5,105,0.2037396601,4.9850001335,10.5315945023,1,0,1,0,0,0
1121839,1178,144663,31,13911,1,1.730000019,1,1,2,100,5,105,0.124362017037,0.8650000095,60.6936409519,1,0,1,0,0,0
1121841,1178,144664,32,511726,77,123.0900019,8,4,12,400,40,440,0.240538885849,10.2575001583,3.57462014143,1,0,1,0,0,0
1121843,1178,144664,32,177452,24,37.83000016,2,0,2,0,10,10,0.213184411334,18.91500008,0.264340469408,1,0,1,0,0,0
1121844,1178,144664,32,149808,20,33.03999937,1,1,2,100,5,105,0.220548965142,16.519999685,3.17796616229,1,0,1,0,0,0
1121845,1178,144664,32,390339,60,105.0199997,9,6,15,600,45,645,0.269048185552,7.00133331333,6.1416873152,1,0,1,0,0,0
1121846,1178,144664,32,8350,0,0.0,1,0,1,0,5,5,0.0,0.0,inf,1,0,1,0,0,0
1121847,1178,144665,36,39339,4,5.929999948,1,0,1,0,5,5,0.15074099362,5.929999948,0.843170327798,1,0,1,0,0,0
1121854,1178,144666,63,8587,0,0.0,1,0,1,0,5,5,0.0,0.0,inf,1,0,1,0,0,0
1121855,1178,144666,63,24893,2,3.75,1,0,1,0,5,5,0.150644759571,3.75,1.33333333333,1,0,1,0,0,0
1121856,1178,144666,63,1296189,212,343.2599944,14,4,18,400,70,470,0.264822486844,19.0699996889,1.36922451689,1,0,1,0,0,0
1121857,1178,144666,63,91607,12,19.1899997,2,1,3,100,10,110,0.209481804884,6.39666656667,5.7321522522,1,0,1,0,0,0
1121859,1178,144667,64,238036,38,61.02999771,6,3,9,300,30,330,0.256389780159,6.78111085667,5.40717700119,1,0,1,0,0,0
1121860,1178,144667,64,254344,35,56.16999996,2,1,3,100,10,110,0.220842638159,18.72333332,1.95834075269,1,0,1,0,0,0
1121861,1178,144667,64,157705,23,39.23000026,2,0,2,0,10,10,0.248755589614,19.61500013,0.254906957271,1,0,1,0,0,0
1121862,1178,144667,64,411571,60,99.1799984,6,1,7,100,30,130,0.240979073841,14.1685712,1.31074815585,1,0,1,0,0,0
1121863,1178,144667,64,94136,11,16.17999971,1,0,1,0,5,5,0.171878980518,16.17999971,0.309023491324,1,0,1,0,0,0
1121867,1178,144668,65,82640,16,23.97000039,1,1,2,100,5,105,0.290053247701,11.985000195,4.38047552322,1,0,1,0,0,0
1121869,1178,144668,65,17870,2,2.620000005,1,1,2,100,5,105,0.146614437885,1.3100000025,40.0763358014,1,0,1,0,0,0
1121871,1178,144669,2,19178,2,2.779999971,1,1,2,100,5,105,0.144957762593,1.3899999855,37.7697845667,1,0,1,0,0,0
1121873,1178,144669,2,5264,0,0.0,1,0,1,0,5,5,0.0,0.0,inf,1,0,1,0,0,0
1121874,1178,144669,2,145548,28,42.37000036,2,1,3,100,10,110,0.29110671641,14.1233334533,2.59617651795,1,0,1,0,0,0
1121876,1178,144669,2,82455,15,22.04999971,1,0,1,0,5,5,0.267418588442,22.04999971,0.226757372597,1,0,1,0,0,0
1121877,1178,144670,7,44189,7,10.31999981,2,0,2,0,10,10,0.233542279979,5.159999905,0.968992265902,1,0,1,0,0,0
1121878,1178,144670,7,45199,7,9.809999943,1,0,1,0,5,5,0.217040198743,9.809999943,0.509683998884,1,0,1,0,0,0
1121881,1178,144670,7,221843,43,63.45000076,5,0,5,0,25,25,0.286013084749,12.690000152,0.394011027589,1,0,1,0,0,0
1121888,1178,144671,66,41672,6,10.54999995,2,1,3,100,10,110,0.253167593348,3.51666665,10.4265403338,1,0,1,0,0,0
1121889,1178,144672,10,127546,25,38.94000041,2,0,2,0,10,10,0.305301619886,19.470000205,0.256805338847,1,0,0,1,0,0
1121890,1178,144672,10,127865,28,38.02999961,3,1,4,100,15,115,0.297423060337,9.5074999025,3.02392850853,1,0,0,1,0,0
1121891,1178,144672,10,1025327,229,314.2999983,16,2,18,200,80,280,0.30653635211,17.4611110167,0.890868601701,1,0,0,1,0,0
1121894,1178,144672,10,561415,124,173.76,3,0,3,0,15,15,0.309503664847,57.92,0.0863259668508,1,0,0,1,0,0
1121895,1178,144673,15,132803,25,37.32000124,2,1,3,100,10,110,0.28101775743,12.4400004133,2.94748114537,1,0,0,1,0,0
1121897,1178,144673,15,24664,2,2.629999995,1,1,2,100,5,105,0.106633149327,1.3149999975,39.9239544485,1,0,0,1,0,0
1121901,1178,144674,16,1020561,172,263.8100007,7,3,10,300,35,335,0.258495083292,26.38100007,1.26985330014,1,0,0,1,0,0
1121902,1178,144674,16,682143,114,177.1099993,6,2,8,200,30,230,0.259637640935,22.1387499125,1.29862797645,1,0,0,1,0,0
1121903,1178,144674,16,1247717,222,343.4199994,11,4,15,400,55,455,0.275238695473,22.8946666267,1.3249082779,1,0,0,1,0,0
1121904,1178,144674,16,146406,23,33.22999942,1,1,2,100,5,105,0.226971568242,16.61499971,3.15979542078,1,0,0,1,0,0
1121905,1178,144674,16,905699,161,234.6599982,4,1,5,100,20,120,0.259092698788,46.93199964,0.511378168075,1,0,0,1,0,0
1121906,1178,144674,16,1184580,194,297.8299981,14,3,17,300,70,370,0.251422443482,17.5194116529,1.2423194519,1,0,0,1,0,0
1121907,1178,144675,18,98057,20,31.00999963,1,1,2,100,5,105,0.31624462945,15.504999815,3.38600455507,1,0,0,1,0,0
1121917,1178,144676,19,238735,56,84.65999889,4,1,5,100,20,120,0.354619133726,16.931999778,1.41743446224,1,0,0,1,0,0
1121918,1178,144676,19,320657,77,115.8800026,2,0,2,0,10,10,0.361383043564,57.9400013,0.0862961665139,1,0,0,1,0,0
1121925,1178,144678,21,244074,57,84.51000023,4,2,6,200,20,220,0.346247450486,14.0850000383,2.60324221277,1,0,0,1,0,0
1121928,1178,144678,21,39146,8,13.05999959,1,0,1,0,5,5,0.333622837327,13.05999959,0.382848404056,1,0,0,1,0,0
1121931,1178,144679,22,78468,15,23.64999962,1,0,1,0,5,5,0.301396742876,23.64999962,0.211416493883,1,0,0,1,0,0
1121933,1178,144679,22,325653,63,89.35000026,2,0,2,0,10,10,0.274371801457,44.67500013,0.111919417693,1,0,0,1,0,0
1121935,1178,144679,22,66277,12,17.30000019,1,0,1,0,5,5,0.261025698055,17.30000019,0.289017337866,1,0,0,1,0,0
1121936,1178,144679,22,93002,16,23.33999968,1,0,1,0,5,5,0.250962341455,23.33999968,0.214224510221,1,0,0,1,0,0
1121944,1178,144681,24,109723,27,40.9600004,1,0,1,0,5,5,0.373303686556,40.9600004,0.122070311308,1,0,0,1,0,0
1121948,1178,144681,24,118941,35,50.11000001,4,1,5,100,20,120,0.421301317544,10.022000002,2.39473159002,1,0,0,1,0,0
1121949,1178,144682,25,221576,47,66.79000068,6,1,7,100,30,130,0.301431566054,9.54142866857,1.94639914173,1,0,0,1,0,0
1121953,1178,144682,25,8341,1,1.639999986,1,0,1,0,5,5,0.19661910874,1.639999986,3.04878051383,1,0,0,1,0,0
1121954,1178,144682,25,120335,26,36.2299993,2,0,2,0,10,10,0.301076156563,18.11499965,0.276014358079,1,0,0,1,0,0
1121955,1178,144683,26,182098,40,62.86999989,1,1,2,100,5,105,0.345253654021,31.434999945,1.67011293437,1,0,0,1,0,0
1121956,1178,144683,26,227473,52,71.58000052,1,1,2,100,5,105,0.314674710933,35.79000026,1.46689018213,1,0,0,1,0,0
1121962,1178,144684,27,1050947,230,350.5099957,6,1,7,100,30,130,0.333518241833,50.0728565286,0.370888138983,1,0,0,1,0,0
